Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,User_Count
Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.27,47.0,5.7,109.0
My Japanese Coach,DS,2008.0,Misc,Ubisoft,0.27,59.0,6.7,6.0
Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.27,45.0,6.1,22.0
Section 8,X360,2009.0,Shooter,SouthPeak Games,0.27,69.0,7.3,59.0
ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.27,87.0,8.2,25.0
Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.26,46.0,8.4,11.0
Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.26,40.0,6.4,31.0
All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.26,75.0,6.8,52.0
Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.26,46.0,7.0,6.0
Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.26,89.0,8.2,160.0
Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,73.0,8.5,79.0
Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.26,53.0,7.3,11.0
The Incredible Hulk,X360,2008.0,Action,Sega,0.26,55.0,6.4,24.0
Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.26,90.0,8.5,64.0
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.26,87.0,5.6,9.0
Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.26,76.0,7.4,37.0
Superman Returns,X360,2006.0,Action,Electronic Arts,0.26,51.0,6.2,49.0
Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.26,84.0,8.8,79.0
Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.26,81.0,8.1,188.0
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.26,56.0,7.5,10.0
Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.26,82.0,8.9,24.0
The Incredible Hulk,PS3,2008.0,Action,Sega,0.26,55.0,6.8,20.0
Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.26,68.0,8.2,332.0
Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.26,50.0,6.6,8.0
The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.26,59.0,5.7,13.0
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.26,63.0,8.6,20.0
Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.26,80.0,8.2,89.0
Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.26,83.0,7.2,75.0
Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,0.26,67.0,7.6,16.0
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.26,64.0,7.8,9.0
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,70.0,6.6,11.0
Angry Birds Trilogy,X360,2012.0,Action,Activision,0.26,63.0,3.5,27.0
Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,0.26,61.0,4.5,10.0
WWE 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.26,68.0,5.5,27.0
Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.26,73.0,7.1,40.0
Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.26,59.0,9.0,17.0
Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.26,81.0,5.8,135.0
MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.26,78.0,6.9,7.0
Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.26,66.0,8.9,35.0
Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.26,59.0,7.9,10.0
Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,0.26,73.0,8.7,7.0
Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.26,44.0,6.7,9.0
Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.26,77.0,8.4,7.0
Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.26,70.0,5.8,16.0
Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,0.26,67.0,7.9,34.0
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,0.26,67.0,8.4,43.0
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.26,66.0,7.4,8.0
ExciteBots: Trick Racing,Wii,2009.0,Racing,Nintendo,0.26,77.0,8.6,26.0
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,Electronic Arts,0.26,88.0,9.1,58.0
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.26,64.0,6.9,12.0
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.26,70.0,6.6,120.0
Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.26,68.0,6.8,402.0
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,Sony Computer Entertainment,0.26,78.0,9.0,39.0
Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.26,75.0,7.4,170.0
Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.26,53.0,6.6,10.0
Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.26,74.0,8.4,89.0
Army of Two: The Devil's Cartel,X360,2013.0,Shooter,Electronic Arts,0.26,54.0,6.2,195.0
Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.26,80.0,8.5,236.0
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,Ubisoft,0.26,78.0,6.5,41.0
Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,0.26,71.0,8.4,36.0
Legendary,X360,2008.0,Shooter,Atari,0.26,47.0,7.1,87.0
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.26,80.0,7.5,79.0
Rayman DS,DS,2005.0,Platform,Ubisoft,0.26,58.0,7.6,19.0
All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,0.26,79.0,8.1,7.0
MTX Mototrax,PS2,2004.0,Racing,Activision,0.26,77.0,8.1,9.0
NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.26,58.0,7.8,8.0
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Codemasters,0.26,46.0,3.6,5.0
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,0.26,87.0,8.2,39.0
Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.26,73.0,6.0,5.0
Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.26,63.0,8.6,7.0
Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,Acclaim Entertainment,0.26,77.0,7.9,16.0
Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.26,68.0,7.7,7.0
MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.26,89.0,8.5,11.0
Polarium,DS,2004.0,Puzzle,Nintendo,0.26,73.0,8.4,17.0
Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,0.25,84.0,7.4,10.0
Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,0.25,77.0,8.8,4.0
The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.25,94.0,8.1,2454.0
Metroid Prime Pinball,DS,2005.0,Misc,Nintendo,0.25,79.0,7.9,32.0
Teen Titans,PS2,2006.0,Action,THQ,0.25,56.0,8.6,17.0
Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.25,81.0,8.5,15.0
Sega Rally Revo,PSP,2007.0,Racing,Sega,0.25,74.0,7.2,9.0
Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.25,46.0,4.6,8.0
NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.25,69.0,7.8,15.0
NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.25,65.0,7.5,10.0
Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.25,52.0,5.2,126.0
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.25,62.0,3.5,104.0
Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.25,80.0,7.7,20.0
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.25,64.0,5.6,11.0
NHL 08,PS3,2007.0,Action,Electronic Arts,0.25,86.0,6.9,23.0
The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.25,67.0,7.1,54.0
Juiced 2: Hot Import Nights,PS3,2007.0,Racing,THQ,0.25,71.0,6.4,5.0
WipEout XL,PS,1996.0,Racing,Psygnosis,0.25,93.0,8.7,20.0
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,0.25,76.0,7.5,44.0
The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,BAM! Entertainment,0.25,30.0,6.3,4.0
Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,0.25,53.0,6.7,42.0
PlayStation VR Worlds,PS4,2016.0,Misc,Sony Computer Entertainment,0.25,59.0,7.1,73.0
Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.25,57.0,6.2,70.0
Men of Valor,XB,2004.0,Shooter,Vivendi Games,0.25,73.0,8.0,8.0
Medal of Honor European Assault,GC,2005.0,Shooter,Electronic Arts,0.25,71.0,7.9,14.0
Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,0.25,71.0,8.7,31.0
NHL 08,X360,2007.0,Action,Electronic Arts,0.25,85.0,8.2,44.0
WipEout Fusion,PS2,2002.0,Racing,Sony Computer Entertainment,0.25,83.0,8.5,43.0
Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,0.25,42.0,3.8,20.0
NHL 06,XB,2005.0,Sports,Electronic Arts,0.25,79.0,8.4,18.0
Anno 2205,PC,2015.0,Strategy,Ubisoft,0.25,72.0,5.9,278.0
Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,0.25,53.0,7.4,16.0
XIII,XB,2003.0,Shooter,Ubisoft,0.25,74.0,8.3,15.0
Up,PS3,2009.0,Action,THQ,0.25,65.0,6.5,4.0
Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,0.25,64.0,6.6,5.0
MotoGP '07,X360,2007.0,Racing,THQ,0.25,78.0,7.3,11.0
Cars,X360,2006.0,Racing,THQ,0.25,65.0,6.1,8.0
Hatsune Miku: Project Diva F 2nd,PS3,2014.0,Misc,Sega,0.25,78.0,8.6,49.0
Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,0.25,76.0,3.3,546.0
The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,Vivendi Games,0.25,38.0,6.8,6.0
Def Jam Vendetta,GC,2003.0,Fighting,Electronic Arts,0.25,81.0,8.5,8.0
The Sims 2,XB,2005.0,Simulation,Electronic Arts,0.25,75.0,7.1,8.0
Spider-Man: Web of Shadows,Wii,2008.0,Action,Activision,0.25,63.0,6.9,13.0
The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.25,69.0,6.7,79.0
World Series Baseball 2K3,PS2,2003.0,Sports,Sega,0.25,87.0,8.7,19.0
Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision,0.25,57.0,6.2,19.0
Indiana Jones and the Staff of Kings,PSP,2009.0,Action,Activision,0.25,63.0,7.8,17.0
The Outfit,X360,2006.0,Action,THQ,0.25,70.0,7.5,48.0
Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.25,56.0,6.4,29.0
Devil Kings,PS2,2005.0,Action,Capcom,0.25,64.0,7.4,12.0
Bolt,X360,2008.0,Adventure,Disney Interactive Studios,0.25,57.0,7.1,7.0
Spider-Man: Edge of Time,X360,2011.0,Action,Activision,0.25,57.0,6.8,33.0
L.A. Noire: The Complete Edition,PC,2011.0,Adventure,Take-Two Interactive,0.25,83.0,7.9,903.0
Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,0.25,43.0,5.4,14.0
America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.25,70.0,7.4,21.0
Grandia,PS,1999.0,Role-Playing,Ubisoft,0.25,89.0,6.6,77.0
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.25,51.0,7.5,13.0
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,Midway Games,0.25,55.0,7.9,10.0
Armored Core 4,X360,2007.0,Simulation,505 Games,0.25,65.0,7.2,31.0
SBK Superbike World Championship,PS3,2008.0,Racing,Black Bean Games,0.25,59.0,6.1,8.0
Indiana Jones and the Staff of Kings,DS,2009.0,Action,Activision,0.25,50.0,6.8,11.0
X-Men Origins: Wolverine,Wii,2009.0,Action,Activision,0.25,53.0,6.1,10.0
Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.25,83.0,7.1,47.0
Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.25,74.0,4.7,7.0
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.25,77.0,8.0,10.0
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.25,80.0,7.7,40.0
X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.25,82.0,6.2,26.0
TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.25,56.0,4.9,8.0
Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,0.25,39.0,5.0,51.0
Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.25,58.0,4.4,136.0
Sid Meier's Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.25,88.0,7.3,684.0
Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.25,63.0,6.3,60.0
NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.25,71.0,7.4,7.0
F1 2015,XOne,2015.0,Racing,Codemasters,0.25,64.0,5.3,22.0
Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.25,75.0,8.2,148.0
Digimon World: Data Squad,PS2,2006.0,Role-Playing,Namco Bandai Games,0.24,43.0,8.0,20.0
Hitman: Absolution,PC,2012.0,Action,Square Enix,0.24,79.0,7.0,1327.0
Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.24,79.0,8.7,82.0
Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.24,51.0,8.6,15.0
Trials Fusion,XOne,2014.0,Racing,Ubisoft,0.24,80.0,7.1,158.0
Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.24,78.0,6.2,80.0
Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,0.24,57.0,6.5,72.0
Skylanders SWAP Force,3DS,2013.0,Platform,Activision,0.24,68.0,6.4,13.0
Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.24,48.0,7.3,7.0
MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.24,80.0,7.9,18.0
Skylanders: SuperChargers,XOne,2015.0,Action,Activision,0.24,76.0,5.5,17.0
Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.24,82.0,8.8,237.0
Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.24,63.0,4.8,20.0
Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.24,63.0,7.6,11.0
Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.24,76.0,8.1,74.0
Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,Namco Bandai Games,0.24,71.0,7.8,26.0
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.24,84.0,9.1,117.0
Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,0.24,67.0,7.5,73.0
Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,0.24,83.0,8.9,44.0
Genma Onimusha,XB,2002.0,Action,Capcom,0.24,83.0,8.6,10.0
DK: King of Swing,GBA,2005.0,Platform,Nintendo,0.24,70.0,5.0,6.0
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.24,42.0,5.5,33.0
Homefront,PC,2011.0,Shooter,THQ,0.24,70.0,5.5,531.0
Corvette,XB,2003.0,Racing,TDK Mediactive,0.24,53.0,8.6,12.0
Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision,0.24,56.0,6.9,12.0
Fuel,PS3,2009.0,Racing,Codemasters,0.24,67.0,7.4,36.0
NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.24,64.0,4.2,10.0
Burnout 2: Point of Impact,XB,2003.0,Racing,Acclaim Entertainment,0.24,88.0,5.1,23.0
Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.24,78.0,7.7,13.0
Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.24,75.0,8.0,7.0
Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,GungHo,0.24,80.0,7.7,47.0
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.24,81.0,8.3,8.0
Dancing With The Stars,Wii,2007.0,Misc,Activision,0.24,42.0,6.2,5.0
The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,0.24,67.0,7.7,12.0
Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.24,58.0,8.0,46.0
Total War: Attila,PC,2015.0,Strategy,Sega,0.24,80.0,7.3,520.0
Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.24,52.0,8.5,14.0
Dragon Ball Z: Sagas,XB,2005.0,Fighting,Atari,0.24,51.0,6.1,8.0
AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.24,60.0,5.3,14.0
Crash Tag Team Racing,PSP,2005.0,Racing,Vivendi Games,0.24,68.0,7.1,25.0
Asura's Wrath,X360,2012.0,Action,Capcom,0.24,71.0,6.5,131.0
Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,Marvelous Interactive,0.24,70.0,9.2,60.0
Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.24,75.0,7.4,28.0
NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.24,83.0,8.0,6.0
NHL 17,XOne,2016.0,Sports,Electronic Arts,0.24,77.0,4.0,38.0
Bakugan: Battle Brawlers,X360,2009.0,Action,Activision,0.24,60.0,5.2,9.0
Fantastic 4,GC,2005.0,Action,Activision,0.24,61.0,4.0,6.0
Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.24,64.0,5.4,5.0
Metro 2033,PC,2010.0,Shooter,THQ,0.24,81.0,8.1,1472.0
Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,0.24,53.0,6.3,15.0
The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.24,63.0,6.1,12.0
Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.24,77.0,7.9,49.0
Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment,0.24,73.0,6.2,40.0
Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.24,70.0,7.0,24.0
4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,0.24,59.0,6.2,5.0
Grand Theft Auto,GBA,2004.0,Action,Take-Two Interactive,0.24,68.0,7.1,23.0
Avalon Code,DS,2008.0,Role-Playing,Rising Star Games,0.24,71.0,7.4,13.0
Dreamcast Collection,X360,2011.0,Misc,Sega,0.24,53.0,5.2,10.0
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,0.24,62.0,8.2,37.0
Rocket League,XOne,2016.0,Sports,505 Games,0.24,87.0,8.3,194.0
My Street,PS2,2003.0,Misc,Sony Computer Entertainment,0.24,46.0,3.9,14.0
Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision,0.24,75.0,7.7,15.0
Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.24,49.0,5.7,13.0
Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,Midway Games,0.24,85.0,9.1,54.0
X-Men: Destiny,PS3,2011.0,Action,Activision,0.24,50.0,4.8,37.0
Driver '76,PSP,2007.0,Racing,Ubisoft,0.24,57.0,7.9,18.0
Harry Potter and the Order of the Phoenix,PS3,2007.0,Action,Electronic Arts,0.24,67.0,6.6,25.0
Midway Arcade Treasures: Extended Play,PSP,2005.0,Misc,Midway Games,0.24,63.0,7.8,8.0
Dynasty Warriors 6 Empires,X360,2009.0,Action,Tecmo Koei,0.24,59.0,7.3,28.0
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.24,65.0,7.4,34.0
FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.24,77.0,8.4,9.0
NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.24,43.0,2.7,175.0
G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts,0.24,42.0,4.7,22.0
Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.24,53.0,5.5,81.0
LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.24,69.0,6.8,15.0
PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.24,51.0,5.4,7.0
X-Men: Destiny,X360,2011.0,Action,Activision,0.24,47.0,5.0,72.0
Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.24,80.0,4.3,113.0
Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.24,46.0,7.5,30.0
Afro Samurai,X360,2009.0,Action,Atari,0.24,65.0,6.2,57.0
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.24,61.0,5.4,101.0
NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.24,56.0,8.2,9.0
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.24,74.0,8.1,14.0
Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.24,62.0,6.4,36.0
Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.23,73.0,8.4,18.0
DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.23,72.0,6.8,243.0
Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.23,63.0,8.2,5.0
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.23,62.0,7.5,6.0
Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.23,76.0,7.0,4.0
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.23,77.0,8.1,31.0
Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.23,66.0,6.5,4.0
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.23,59.0,5.6,86.0
NASCAR Thunder 2004,XB,2003.0,Racing,Electronic Arts,0.23,85.0,9.1,15.0
Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.23,79.0,9.1,31.0
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.23,68.0,5.8,10.0
Sands of Destruction,DS,2008.0,Role-Playing,Sega,0.23,63.0,7.9,18.0
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.23,68.0,6.0,6.0
Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.23,56.0,6.2,18.0
World Series Baseball,XB,2002.0,Sports,Sega,0.23,85.0,8.8,6.0
Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.23,73.0,9.1,23.0
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.23,64.0,7.5,25.0
Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.23,81.0,8.0,90.0
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.23,77.0,7.5,132.0
Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.23,35.0,3.4,16.0
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.23,47.0,7.2,6.0
The Club,PS3,2008.0,Shooter,Sega,0.23,72.0,6.5,15.0
Meteos,DS,2005.0,Puzzle,Nintendo,0.23,88.0,7.5,164.0
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.23,75.0,7.8,19.0
Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.23,89.0,8.7,25.0
Virtua Tennis 4,X360,2011.0,Sports,Sega,0.23,70.0,6.2,12.0
ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.23,90.0,7.0,22.0
DiRT Showdown,X360,2012.0,Racing,Codemasters,0.23,75.0,6.4,53.0
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.23,84.0,8.0,22.0
Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.23,61.0,7.8,4.0
XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.23,88.0,7.1,1221.0
Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.23,52.0,7.2,82.0
The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.23,58.0,7.8,5.0
Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.23,27.0,5.1,14.0
Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.23,58.0,6.8,4.0
NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.23,81.0,8.6,31.0
NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.23,57.0,5.0,14.0
Mafia,XB,2004.0,Action,Take-Two Interactive,0.23,66.0,7.7,22.0
Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.23,73.0,5.2,17.0
Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.23,59.0,5.7,12.0
Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.23,70.0,5.8,12.0
Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,Disney Interactive Studios,0.23,57.0,5.6,46.0
Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.23,66.0,5.2,5.0
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.23,79.0,6.9,734.0
Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.23,74.0,8.3,19.0
The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.23,55.0,6.3,4.0
TrackMania: Build to Race,Wii,2010.0,Racing,Focus Home Interactive,0.23,74.0,6.8,5.0
Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios,0.23,59.0,5.5,4.0
Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.23,82.0,8.2,23.0
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.23,61.0,6.5,13.0
